id,clinic,title,serviceNum,goodRate,peerRec,patientLike,background,goodat
8db66456bd5d6cd26a39,4,3,0.17600744915968997,0.5859346882102437,-1.6150092555761677,-0.2904955292815355,中国医科大学临床医学本科,从事妇产科工作30年，主任医师
clinic_web_f0c65774431c9e63,8,2,-0.2634977024226618,0.622314929142009,-0.434177641010298,-0.20055081762209043,2008年毕业于北京协和医科大学，获医学博士学位|2011-12年在美国GeorgetownUniversity的微生物与免疫系做访问学者,湿疹、痤疮、银屑病、天疱疮、血管炎、白癜风、斑秃、手足癣、扁平疣、寻常疣、尖锐湿疣、梅毒、淋病、非淋菌性尿道炎、性病艾滋病恐惧症等常见皮肤病和性病，以及皮肤深部真菌感染、红斑狼疮等结缔组织病等罕见皮肤病的诊治
c3aac6a0beffc618fea9,3,0,-0.5576626755806349,-0.28719109415217503,0.7466539735555718,-0.37744208388566575,2008.9—2013.6华北煤炭医学院本科2020.10—至今河北医科大学研究生,擅长肿瘤及血管和肝脏疾病的诊断和治疗，三甲医院主治医师，工作经验丰富，欢迎咨询！
clinic_web_1b1a9ea1b1988769,0,0,-0.13659431210704256,-0.28719109415217503,-0.434177641010298,-0.19455450351146075,男科硕士研究生，毕业于河南中医药大学，曾在河南省中医院，河南省人民医院进修学习，临床经验丰富。2006年~2011年河南中医药大学，中医学本科2011年~2014年河南中医药大学，男科硕士研究生2014年~至今焦作市中医院男科，河南理工大学第一附属医院男科,擅长中西医结合治疗男科常见病（阳痿，早泄，射，慢性前列腺炎，精囊腺炎，不育，弱精子症，畸形精子症，少精子症，不液化，精索静脉曲张，阴茎硬化性淋巴管炎，梅毒，生殖器疱疹，淋病，尖锐湿疣等）及男科疑难病。
clinic_web_5ad3b1675138c170,12,1,0.0950376374655505,-1.7787809723546348,0.7466539735555718,0.060288846190300324,临床医学专业，三级甲等医院外科工作。,外科常见病，多发病，包括阑尾炎，肠梗阻，疝气，结直肠良性肿瘤，大肠息肉，结肠癌，直肠癌，溃疡性结肠炎，藏毛窦以及各种肛门疾病（痔疮、肛裂、肛瘘、肛周脓肿，肛乳头瘤），便秘。
clinic_web_280a24e4af96f16d,4,0,-0.4224595627830655,-2.7610474775123546,-8.699998942971387,-0.5213536225407779,硕士研究生学历,擅长妇产科肿瘤诊疗如子宫肌瘤，卵巢肿瘤，妇科炎症等。必将尽我自己最大努力去帮助患者！
clinic_web_0da675abd0cb3e26,9,3,2.3257622853051103,0.2948927607561059,0.7466539735555718,3.924913290491124,南京中医药大学附属江苏常州市中医院主任中医师，教授、江苏省中医药学会眼科专业委员会常务委员,从事中医眼科临床和科研25年，学术上审慎严谨、锐意进取，具有深厚的中医眼科理论功底，擅长中西医结合治疗各种疑难眼病，如干眼症、角膜病、青睫综合症、葡萄膜炎及各种复杂性眼底病。
clinic_web_c350d0548a3e55cf,8,0,1.431292957059522,0.6950754110055448,0.7466539735555718,1.220575626597142,盛宇俊，医学博士、主治医师、副教授、硕士研究生导师。香港大学和英国伦敦国王学院访问学者。中华医学会皮肤性病学分会青委会委员；中华预防医学会皮肤病与性病防控专业委员会科普教育学组委员兼秘书；中国医学装备人工智能联盟皮肤病专委会专家委员。2013年3月至2013年6月受公派赴香港大学李嘉诚医学院留学进行学术访学，2015年6月至2016年6月公派赴英国伦敦国王学院留学，在伦敦国王学院Guy'sHospital做访问学者。盛医生长期从事皮肤病与性病的临床医疗和科研教学工作，（先后在香港大学李嘉诚医学院，英国伦敦国王学院，安徽医科大学第一附属医院等工作学习）。,长期工作在临床一线，擅长各种皮肤病和性病，包括尖锐湿疣，梅毒，艾滋病，HPV病毒感染，生殖器疱疹，淋病，衣原体或支原体感染，非淋性尿道炎，包皮龟头炎，外阴溃疡，生殖器感染，病毒性皮肤病，真菌性皮肤病，皮肤肿瘤，以及脱发，白癜风，痤疮，荨麻疹，湿疹，皮炎，过敏性皮肤病都有丰富的临床诊疗经验。
clinic_web_ea54d97036b3b8ca,7,0,-0.44564810040439184,-0.6873737444016139,0.7466539735555718,-0.48537573787699984,医学硕士毕业，从事儿科专业数年,儿童常见疾病，如肺炎、支气管炎、川崎病、传染性单核细胞增多症、腹泻病等等，欢迎您的咨询
clinic_web_5f302a7cba4368f4,7,0,-0.2728744881274604,0.6950754110055448,0.7466539735555718,-0.06263559307760795,首都医科大学小儿外科硕士学位,感谢信任线上咨询服务提供小儿普外科、肛肠科、皮肤科、骨科以及泌尿外科常见病的诊断和治疗建议，详见如下：儿童肛裂肛周脓肿肛瘘痔疮便血结肠息肉幼儿急疹咳嗽，腹泻（乳糖不耐受牛奶蛋白过敏），便秘头部外伤、皮肤裂伤，外伤，腹股沟斜疝，疝气，鞘膜积液隐睾尿道下裂肾积水脐疝幽门肥厚性狭窄胆总管囊肿巨结肠包茎包皮过长包皮炎尿路感染小阴唇粘连膀胱炎肠胀气肠绞痛腹痛蚊虫叮咬湿疹，皮肤过敏反应小儿呼吸道、消化道及泌尿系统和皮肤科等常见疾病咨询，尤其在儿童血管瘤、淋巴管瘤、瘢痕激光治疗、黑色素痣、手足并多指畸形等领域深入研究。体检报告解读，手术和麻醉事宜疑问解答，另外对于皮肤外伤后的治疗以及瘢痕预防尤为关注。
ab7609754c48c196c486,13,0,-0.2902975696735389,0.6950754110055448,-0.434177641010298,-0.17656556117957173,2011年至2016年于重庆医科大学第一临床学院(硕士-博士连读)完成学业，获临床医学博士学位,擅长孕期营养，孕期保健，流产，早产，胎盘植入等妊娠期疾病的诊疗，妇科良性，恶性肿瘤，宫颈疾病
clinic_erke_linxiao,8,2,-0.5330169347754548,-0.3963318169474761,0.7466539735555718,-0.5183554654854631,复旦大学上海医学院硕士原复旦大学附属华山医院皮肤科主治医生上海交通大学附属儿童医院皮肤科主治医生,婴幼儿血管瘤、各种胎记、湿疹、荨麻疹、白癜风、过敏、皮肤真菌病毒感染等各种常见皮肤病。
clinic_web_022812ccefca030a,10,0,-0.5029858778560321,0.44041372448317223,-1.6150092555761677,-0.48537573787699984,湖北科技学院毕业，曾在北京清华大学，同济医学院附属医院进修学习,耳鼻喉科常见疾病，鼻炎，过敏性鼻炎，鼻息肉，鼻窦炎，咽喉炎，扁桃体炎，声带息肉，声带炎，声带功能性病变，中耳炎，耳鸣，眩晕，耳聋，阻塞性睡眠呼吸暂停综合征等等。
7c928c23c84be1db0823,7,0,-0.4083310275657,0.5859346882102437,-2.7958408701420376,-0.4493978532132218,上海交通大学医学博士。上海市第六人民医院主治医师。毕业于上海儿童医学中心，曾进修于复旦大学附属儿科医院。从事儿科学工作10年，擅长各类儿科疾病。,擅长小儿发热，咳嗽，哮喘，小儿湿疹，消化不良，泌尿道感染，小儿多动症，小儿发育落后，过敏性疾病，感染性皮疹，先天性心脏病等。
clinic_web_7321eee083a00107,3,2,-0.5205990293826133,-0.06890964856156775,-0.434177641010298,-0.446399696157907,赵苇苇，副主任医师。本科毕业于华中科技大学同济医学院，同年免推保送至复旦大学硕博连读，毕业后留校工作至今。2018年晋升为肿瘤学副主任医师。目前担任中国研究型医院肠外肠内营养学专业委员会青年委员，上海市抗癌协会癌症康复与姑息治疗专业委员会青委会常委，上海市医学会疼痛学分会青年委员，上海市疼痛学专科分会癌痛学组组员，上海市抗癌协会传统医学专业委员会青年委员。长期从事晚期肿瘤综合治疗及肿瘤相关症状控制处理，有十余年临床工作经验，注重改善肿瘤患者生活质量的同时延长患者生存。作为项目负责人主持国家自然科学基金1项，并参与多项国家级及上海市级科研项目。曾获得博士研究生国家奖学金、上海市优秀毕业生、上海市优秀住院医生等荣誉。主持的“临终关怀晚期肿瘤患者预期生存模式研究及推广”项目获得上海市抗癌协会科技奖三等奖。第一作者先后在国际及国内权威期刊发表学术论文30余篇，国外SCI收录论文10余篇，参与《临终关怀学概论》、《老年麻醉与围术期处理》等著作编写。（专家门诊：周一下午）,晚期肿瘤的综合治疗（肺癌、胃癌、肠癌、肝癌、胰腺癌、食管癌、卵巢癌、宫颈癌、子宫内膜癌、前列腺癌、肾癌、膀胱癌、乳腺癌、甲状腺癌、鼻咽癌等）
clinic_web_baac88ef7892ad69,10,3,0.23923739600691313,0.18575203796079964,-1.6150092555761677,0.8997728216784544,82年毕业于苏州医学院。从耳鼻咽喉专业33年有丰富的经临床经验。,擅长鼻科相关疾病的诊治，如鼻炎，鼻窦炎，鼻中隔疾病，鼻肿瘤的药物和内窥镜手术治疗，擅长咽喉疾病和肿瘤的诊治。如咽部异物感，声音嘶哑药物治疗。喉，咽良恶性肿瘤的手术治疗。
3634df57a076fd47484b,1,1,-0.02236225382493499,0.6950754110055448,-0.434177641010298,0.021312804471207456,毕业于山东省潍坊医学院，实习于山东省立医院口腔科，有着丰富的口腔临床经验,各类口腔颌面部疾病的诊断与治疗，比如口腔颌面畸形等！以及一些牙齿常见疾病，包括牙髓炎的诊断与治疗，牙周病的诊断与治疗，烤瓷牙修复，种植牙的常见问题分析与解答以及各种牙齿的拔牙指证及注意事项！口腔粘膜疾病的诊断与治疗。
clinic_web_1e21e9b2f443099c,10,1,-0.22884160931100742,0.6950754110055448,-0.434177641010298,-0.29949000044748003,2009-2014中南大学湘雅医学院临床医学本科2014-2017中南大学湘雅医院耳鼻咽喉头颈外科学硕士2017-至今中南大学湘雅医院耳鼻咽喉头颈外科学博士,耳鼻咽喉头颈外科常见病诊治。慢性鼻炎，过敏性鼻炎，鼻出血，鼻窦炎，鼻腔鼻窦肿瘤，外耳道炎，中耳炎，耳鸣，耳聋，声带小结、息肉，咽喉肿瘤，鼾症，甲状腺疾病等。
clinic_web_701066a17004c897,7,0,-0.43297676837088017,0.6950754110055448,-0.434177641010298,-0.45239601026853665,本人毕业于重庆医科大学儿科系，现工作于天津儿童医院，有一定的临床经验！,本人擅长于小儿呼吸道及新生儿科常见疾病，如上呼吸道感染，支气管炎，肺炎，发热，皮疹，呕吐，腹泻，新生儿黄疸，热性惊厥，儿童的护理和保健等。
c9dd73a3d37ac5b26bff,5,0,-0.2801605040467296,0.6950754110055448,0.7466539735555718,-0.12559689123921952,临床医学博士学历，重庆医科大学讲师，南方医科大学（原中国人民解放军第一军医大学）八年制博士毕业。师从中华医学会骨科学分会关节外科学组委员、广东省关节外科学会主任委员、南方医科大学附属南方医院关节与骨病外科主任史占军教授学习骨关节外科、运动医学，后师从重庆医科大学附属儿童医院骨二科主任医师覃佳强教授学习小儿骨科。擅长小儿骨科创伤、骨折及感染、肿瘤等临床常见疾病的诊治，特别擅长小儿骨折手法复位，复位成功率在90%以上。已发表论文7篇，其中CSCD论文（国内核心期刊）5篇，SCI论文（国际学术期刊）2篇。多次受邀至北京中华医学会骨科学术会议进行学术交流并作学术汇报演讲。,儿童髋膝关节滑膜炎，儿童股骨头坏死，发育性髋关节脱位(双侧臀纹不对称)，各类型小儿四肢、脊柱等骨折，先天性手足畸形、多并指畸形，脊柱侧弯，肌性斜颈，X、O型腿，腱鞘炎，骨囊肿、骨纤维皮质缺损、纤维结构不良、骨软骨瘤等良恶性骨肿瘤，成骨不全，马蹄足等各类型小儿骨科疾病
41c93ed0d4fc61bd2252,0,1,-0.4873367827946452,0.6586951700737795,0.7466539735555718,-0.37444392683035094,医学硕士研究生，中共党员，陕西省优秀硕士研究生、陕西省优秀党员、中国抗癌协会会员、陕西省保健协会泌尿与男性生殖分会会员、春雨互联网品牌医生。于第四军医大学西京医院泌尿外科工作3年，陕西省人民医院工作至今。主要从事泌尿及男性生殖工作。在2018年第六届全军及武警泌尿外科及男科学术会议、2019中国整合医学大会整合泌尿外科及男科学论坛、陕西省医师协会男科医师分会2019学术年会、2019首届西京泌尿高峰论坛、2020中国医师协会男科分会男性生殖系统肿瘤论坛等国内大型学术会议上投稿并公开进行泌尿及男科学术交流。,擅长前列腺炎、血精、尿频尿不尽、勃起功能障碍（阳痿）、早泄、精囊炎、少弱精子症、不孕不育、包皮过长、精索静脉曲张、阴茎短小、阴茎弯曲、阴茎硬结、包皮龟头炎、淋病、非淋菌性尿道炎、泌尿系感染、尖锐湿疣、淋病等常见病的综合诊疗。
e3464ba0b3fb1a2c934a,11,0,-0.5277583319815474,0.6950754110055448,0.7466539735555718,-0.482377580821685,德国医学博士，上海交通大学博士后，曾获WHS“YoungInvestigatorAward”等，受邀10余次于国际大会发言。,眼整形、鼻整形、乳房整形、腹壁整形、耳整形、瘢痕、痣、肉毒素、微整形、年轻化、创面修复等各种修复美容手术
clinic_web_e2439dd59a9fef1f,10,3,-0.07355443524032208,-1.4149785630369611,-1.6150092555761677,-0.3564549844984619,1976年毕业于皖南医学院本科，1993年赴上海医科大学附属耳鼻喉科医院（现复旦大学眼耳鼻喉科医院）进修一年，师从王正敏教授。2009年被评为主任医师（马鞍山市地区迄今为止唯一）。,自73年在马鞍山市人民医院耳鼻喉科执业至今已有46年之久，为无数患者排忧解难且从未有过任何医疗错误。在本地区本行业一直是权威。除参与各类耳鼻喉科临床手术诊疗之外，擅长耳鼻喉科疑难杂症的诊治，尤其擅长神经性耳聋，慢性症如咽炎鼻炎等，对耳鼻喉科各种慢性病各类耳聋的诊断有独特见解。
clinic_web_40abd8112353d80b,0,2,-0.1384950119120693,0.6950754110055448,0.7466539735555718,-0.21554160289866459,"本科学历,毕业于原山东医科大学临床医学专业,于1997年从医，山东省性学会会员。",男性不育症，性功能障碍、前列腺炎、前列腺增生等男性生殖健康相关疾病，计划生育技术和生殖医学方面咨询和指导
ba7d508755a973a1e459,10,0,-0.3966734020948693,0.6950754110055448,-0.434177641010298,-0.38044024094098056,硕士研究生毕业。后于威海地区三甲医院工作多年，已通过国家医师规范化培训，已通过主治医师考试，并于国内知名耳鼻喉医院进修学习耳鼻喉疾病及眩晕病。,擅长鼻骨骨折，鼻中隔偏曲，耳眩晕，中耳炎，耳鸣，耳聋，扁桃体炎，鼻炎等耳鼻喉疾病的诊治
clinic_web_27aec98e7859f9bc,0,3,1.0775727233440442,0.5859346882102437,-0.434177641010298,2.0570614450299813,本科,男性不育，前列腺疾病，性功能障碍，性病性心理方面的问题等等。多次参加全国男科学术会议并交流经验。有丰富的男科疾病治疗临床经验。发表泌尿男科文章多篇。小儿泌尿外科疾病如泌尿生殖器官系统疾病的诊治和指导，如多囊肾肾积水两性畸形性发育异常以及小儿尿频尿急疾病的诊治。
clinic_web_eba2203ca542e528,3,0,0.6194407136724304,0.6950754110055448,0.7466539735555718,1.5413784315158294,2007年毕业于济宁医学院，曾在省肿瘤医院进修放疗专业一年。,各种恶性肿瘤的诊断与治疗，比如食管癌，肺癌，乳腺癌，胃癌，结直肠癌，肝胆肿瘤，头颈部肿瘤等恶性肿瘤，对各种肿瘤引起的骨转移，脑转移的姑息治疗
5b3212d92d56978ee788,11,1,-0.3094312810441415,0.513174206346708,0.7466539735555718,-0.4883738949323147,医学学士，曾在武汉协和整形美容医院学习深造，从事整形美容科多年！,擅长整形外科的常见疾病的治疗如面部肿物，烧伤，皮肤缺损，手外伤，先天性畸形，疤痕整形等，美容外科手术也有着丰富的经验如重睑术，隆鼻术，隆胸术，面部除皱，面部截骨整形，面部填充术等。
clinic_web_997f956a45bc2510,9,0,-0.25342399345602,0.6950754110055448,0.7466539735555718,-0.1585766188476827,北京大学医学部博士，美国眼科排名第一的BascomPalmer眼科医院访问学者,近视矫正手术，高度近视眼底病变，白内障，干眼症，青光眼，玻璃体浑浊，眼底出血，黄斑变性，结膜炎，角膜炎，视网膜脱离
clinic_web_401dd3d5cb34058e,4,1,0.46079563661286443,-0.9056551899922212,-0.434177641010298,0.1742188142922641,毕业于黑龙江中医药大学，硕士研究生,子宫颈病变及子宫HPV感染，阴道炎，盆腔炎，复发性流产，孕前咨询，不孕症，月经不调，多囊卵巢综合症，卵巢早衰，功血，激素替代治疗等妇科疾病
clinic_web_bff377208cdf2f44,11,0,-0.33553422503317554,0.622314929142009,0.7466539735555718,-0.29949000044748003,硕士，解放军医学院（解放军总医院）,面部整形美容，包括重睑、开眼角、提眉、眼袋、隆鼻、畸形鼻矫正、自体脂肪填充等手术，及肉毒素、玻尿酸等打针注射等。同时擅长疤痕增生的预防和治疗，色素痣、太田痣、皮脂腺痣、葡萄酒色斑、血管瘤、皮脂腺囊肿、及体表肿物、肿瘤等。
fc91e63e12099cd481da,2,1,-0.24841881730278292,-1.1239366355828233,-0.434177641010298,-0.3114826286687393,硕士研究生学位，毕业于吉林大学白求恩第一医院胃肠内科，985、211院校。中国抗癌协会会员。,擅长消化道肿瘤、早癌、幽门螺杆菌、胃食管反流病、急慢性胃炎、消化性溃疡、肝脏疾病、消化道出血等消化系统疾病的诊治。
765158900aaa57c9a43d,10,2,-0.4818881100202352,0.6950754110055448,-0.434177641010298,-0.41042181149412893,2006年毕业于齐齐哈尔医学院眼耳鼻喉专业2014年毕业于河北医科大学耳鼻咽喉头颈外科学专业先后于解放军总医院，浙江大学附属第二医院，华西医院等医院参观学习。,擅长鼻炎，咽炎，中耳炎，听力下降，特别是甲状腺癌、喉癌、颈部肿块、甲状舌管囊肿、颌下腺肿物、腮腺肿物、鼾症、慢性扁桃体炎、小儿腺样体肥大、声带息肉、鼻窦炎鼻息肉、鼻出血、过敏性鼻炎、耳聋、耳鸣、新生儿耳廓畸形矫正等等！
9324a9936e0ba420ea0a,6,2,-0.5185716162572515,0.6950754110055448,0.7466539735555718,-0.4883738949323147,医学硕士,医学硕士，副主任医师；擅长针、灸、药综合治疗面瘫，中风，颈肩腰腿痛，男性阳痿、早泄、不育症（少精、弱精症），盆底功能障碍性疾病等。
bbd6f277cac711b79b27,6,1,-0.19000397662829419,0.22213227889257012,-1.6150092555761677,-0.3834383979962954,本科及研究生皆毕业于广西中医药大学，从事现代医疗数年经验不断累积。,擅长运用中西药针灸诊疗男性相关疾病如阳痿早泄等常见病、感冒、咳嗽、消化不良等肺系、脾胃系的中医调理
04bf960adee1366e5e45,6,0,-0.0774825481707107,0.6950754110055448,0.7466539735555718,0.4230658498833955,医学博士，博士与硕士毕业于中国中医科学院泌尿男科专业，具有丰富的临床诊治泌尿男科疾病经验。,中医学博士，擅长早泄，阳痿，性病，前列腺炎，前列腺增生，泌尿系结石，泌尿系肿瘤，膀胱癌，前列腺癌，附睾炎，不育症，肾阴虚和肾阳虚等肾虚引起的性功能障碍以及中医调理身体。
clinic_web_eacd8032957b78c5,4,2,-0.36163716902220955,-1.0147959127875223,-0.434177641010298,-0.39543102621755477,本科毕业，副主任医师，从事妇产科临床工作二十八年，多次去上级医院进修学习。,妇科常见病多发病的诊治，不孕不育，月经不调，避孕节育，人流药流，避孕方式的选择。避孕药物的应用。早孕诊断，推算受孕时间。阴道炎，宫颈炎，盆腔炎的诊治。
clinic_yk_sunyi_2-13145782229,9,0,0.5059055786521659,0.6950754110055448,-0.434177641010298,0.18021512840289378,主治医师，中山大学中山眼科中心博士。,擅长：白内障、飞蚊症、眼底病（糖尿病视网膜病变，玻璃体积血，黄斑病等），青光眼，翼状胬肉，角膜炎，霰粒肿、麦粒肿、结膜炎、屈光不正、弱视、葡萄膜炎等眼病诊治，以及超声乳化白内障摘除＋人工晶体植入术、玻璃体切除术、视网膜激光光凝术、复合式小梁切除术、翼状胬肉切除＋羊膜移植术等眼科手术。
9ddeed7851fc212439eb,4,0,-0.388690462913757,-0.1416701304251035,-0.434177641010298,-0.45539416732385146,空军特色医学中心妇产科工作,卵巢囊肿、子宫肌瘤、痛经、HPV感染、宫颈病变、阴道出血、阴道炎。微创手术、腹腔镜、宫腔镜、宫颈锥切。
7328a594f1773c2619d1,4,0,-0.4930388822097254,-4.689200246896024,-0.434177641010298,-0.5273499366514075,中山大学临床医学毕业，在三甲妇幼保健院从事妇产科临床工作多年,妇科常见病多发病，月经失调，卵巢囊肿，子宫肌瘤，子宫内膜异位症，子宫腺肌症，妇科肿瘤，如侵蚀性葡萄胎，绒癌，宫颈癌，子宫内膜癌，卵巢癌等。产科妊娠合并心脏疾病、甲状腺机能亢进、妊娠期糖尿病、前置胎盘、胎盘早剥、胎儿生长受限等疾病的诊治
clinic_web_fdedef5a28bc8406,4,0,0.015018175673924394,0.5859346882102437,-0.434177641010298,-0.2844992151709058,1996年妇幼专业毕业至今一直从事妇产科工作,妇产科常见病及多发病诊治
283114713d42f54f2bde,1,1,-0.5217394492656293,0.44041372448317223,-0.434177641010298,-0.5183554654854631,重点医学本科毕业，目前进行住院医师规范化培训,擅长口腔内科：掌握龋病、非龋性疾病、牙髓病及根尖周病的诊治；掌握牙龈炎、牙周病的诊断以及基础治疗；熟悉常见口腔黏膜病的诊治。口腔修复科：掌握牙体缺损、牙列缺损和牙列缺失的常规诊治。口腔外科：掌握复杂牙拔除术，熟悉良恶性肿瘤以及外伤的诊断。口腔正畸：熟悉矫正相关知识！
